11 May 2016 11:07:32 AM,Wed, 11 May 2016 11:11:46 AM
klab1,5045,2
4,Smaller,Bigger,Lighter,Darker
2,5045,training,1,1,25,106.25,-0.4,3.48888114933
2,5045,training,1,2,27,106.25,-0.8,0.000130440108478
2,5045,training,1,3,9,75.0,-0.8,0.388457914814
2,5045,training,1,4,7,75.0,-0.4,0.300040124916
2,5045,training,2,1,25,106.25,-0.4,0.320772469975
2,5045,training,2,2,27,106.25,-0.8,0.326031783596
2,5045,training,2,3,7,75.0,-0.4,2.72660969198
2,5045,training,2,4,9,75.0,-0.8,0.337919370271
2,5045,training,3,1,25,106.25,-0.4,0.253132711165
2,5045,training,3,2,7,75.0,-0.4,0.28070057556
2,5045,training,3,3,9,75.0,-0.8,0.276696993969
2,5045,training,3,4,27,106.25,-0.8,0.308226061985
2,5045,generate,,0,29,121.875,0.6,12.9883646863
2,5045,generate,,1,9,75.0,-0.8,7.7405968979
2,5045,generate,,2,41,137.5,0.0,2.52845147904
2,5045,generate,,3,57,168.75,0.4,2.3276321562
2,5045,generalization,1,57,168.75,0.4,Beta,1.29736445006
2,5045,generalization,2,8,75.0,-0.6,Alpha,1.20742938481
2,5045,generalization,3,20,106.25,0.6,Beta,0.560645657592
2,5045,generalization,4,70,184.375,-0.4,Alpha,1.07219986059
2,5045,generalization,5,59,168.75,0.0,Beta,0.396220418625
2,5045,generalization,6,65,184.375,0.6,Alpha,0.555761773139
2,5045,generalization,7,3,75.0,0.4,Beta,0.522208898328
2,5045,generalization,8,33,121.875,-0.2,Alpha,0.815736293793
2,5045,generalization,9,19,106.25,0.8,Alpha,0.421016266569
2,5045,generalization,10,74,200.0,0.6,Alpha,0.21126941964
2,5045,generalization,11,4,75.0,0.2,Alpha,0.34520977363
2,5045,generalization,12,64,184.375,0.8,Alpha,0.00235023815185
2,5045,generalization,13,54,153.125,-0.8,Alpha,0.231701487675
2,5045,generalization,14,26,106.25,-0.6,Alpha,0.689645183273
2,5045,generalization,15,11,90.625,0.6,Alpha,0.168570516631
2,5045,generalization,16,78,200.0,-0.2,Alpha,0.000168843194842
2,5045,generalization,17,30,121.875,0.4,Alpha,0.0855941269547
2,5045,generalization,18,53,153.125,-0.6,Alpha,0.28002950456
2,5045,generalization,19,39,137.5,0.4,Alpha,0.351200412028
2,5045,generalization,20,61,168.75,-0.4,Alpha,0.19239038229
2,5045,generalization,21,22,106.25,0.2,Beta,0.504745500162
2,5045,generalization,22,5,75.0,0.0,Beta,0.0986983813345
2,5045,generalization,23,68,184.375,0.0,Beta,0.000375097617507
2,5045,generalization,24,17,90.625,-0.6,Beta,0.0539309782907
2,5045,generalization,25,37,137.5,0.8,Beta,0.223514225334
2,5045,generalization,26,21,106.25,0.4,Beta,0.392072162591
2,5045,generalization,27,58,168.75,0.2,Beta,0.538117943332
2,5045,generalization,28,67,184.375,0.2,Beta,0.232701636851
2,5045,generalization,29,13,90.625,0.2,Beta,0.12130522076
2,5045,generalization,30,51,153.125,-0.2,Beta,0.261311365291
2,5045,generalization,31,34,121.875,-0.4,Beta,0.0609350092709
2,5045,generalization,32,77,200.0,0.0,Beta,0.0392872681841
2,5045,generalization,33,80,200.0,-0.6,Beta,0.256844623946
2,5045,generalization,34,12,90.625,0.4,Beta,0.191935498267
2,5045,generalization,35,18,90.625,-0.8,Alpha,0.597552230582
2,5045,generalization,36,52,153.125,-0.4,Alpha,0.261919533834
2,5045,generalization,37,29,121.875,0.6,Alpha,0.269478431903
2,5045,generalization,38,27,106.25,-0.8,Alpha,0.317111542448
2,5045,generalization,39,46,153.125,0.8,Alpha,0.813816110604
2,5045,generalization,40,35,121.875,-0.6,Beta,0.747001701035
2,5045,generalization,41,7,75.0,-0.4,Beta,0.758791622706
2,5045,generalization,42,15,90.625,-0.2,Alpha,0.867013116367
2,5045,generalization,43,6,75.0,-0.2,Beta,0.370139372535
2,5045,generalization,44,41,137.5,0.0,Alpha,0.484557758085
2,5045,generalization,45,44,137.5,-0.6,Beta,0.361794523895
2,5045,generalization,46,14,90.625,0.0,Alpha,0.667792180553
2,5045,generalization,47,23,106.25,0.0,Beta,0.25367665384
2,5045,generalization,48,45,137.5,-0.8,Alpha,0.620839079842
2,5045,generalization,49,38,137.5,0.6,Alpha,0.245797613636
2,5045,generalization,50,50,153.125,0.0,Alpha,0.260893891566
2,5045,generalization,51,72,184.375,-0.8,Alpha,0.236569480971
2,5045,generalization,52,47,153.125,0.6,Alpha,0.251329394989
2,5045,generalization,53,62,168.75,-0.6,Alpha,0.250485839322
2,5045,generalization,54,9,75.0,-0.8,Beta,1.22559067141
2,5045,generalization,55,25,106.25,-0.4,Beta,0.290127347223
2,5045,generalization,56,36,121.875,-0.8,Beta,0.266463083215
2,5045,generalization,57,66,184.375,0.4,Alpha,0.305931774899
2,5045,generalization,58,73,200.0,0.8,Alpha,0.242768360302
2,5045,generalization,59,43,137.5,-0.4,Alpha,0.274020657875
2,5045,generalization,60,28,121.875,0.8,Alpha,0.249911770225
2,5045,generalization,61,10,90.625,0.8,Beta,0.537114482373
2,5045,generalization,62,76,200.0,0.2,Alpha,0.311381120235
2,5045,generalization,63,60,168.75,-0.2,Alpha,0.560315585695
2,5045,generalization,64,2,75.0,0.6,Alpha,0.463482430205
2,5045,generalization,65,16,90.625,-0.4,Beta,0.551624772139
2,5045,generalization,66,1,75.0,0.8,Alpha,0.34753584303
2,5045,generalization,67,55,168.75,0.8,Beta,0.652546261437
2,5045,generalization,68,49,153.125,0.2,Alpha,0.430139782839
2,5045,generalization,69,79,200.0,-0.4,Beta,0.593797612004
2,5045,generalization,70,31,121.875,0.2,Alpha,0.705724064261
2,5045,generalization,71,71,184.375,-0.6,Alpha,0.788415074348
2,5045,generalization,72,24,106.25,-0.2,Beta,0.657666197047
2,5045,generalization,73,75,200.0,0.4,Alpha,0.611322588287
2,5045,generalization,74,40,137.5,0.2,Beta,0.787822466344
2,5045,generalization,75,69,184.375,-0.2,Alpha,0.464492843486
2,5045,generalization,76,81,200.0,-0.8,Beta,0.533481033519
2,5045,generalization,77,32,121.875,0.0,Alpha,0.708016696386
2,5045,generalization,78,48,153.125,0.4,Beta,0.686622882262
2,5045,generalization,79,42,137.5,-0.2,Alpha,1.87310704775
2,5045,generalization,80,56,168.75,0.6,Beta,0.529928032309
2,5045,generalization,81,63,168.75,-0.8,Beta,0.496365557425
